Title,Date,Category,Link
Operator Of Durable Medical Equipment Companies Admits Role In $11 Million Dollar Kickback Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/worcester-based-home-care-company-and-its-managers-indicted-for-16-million-medicaid-fraud-scheme/
Chief Compliance Officer Sentenced For $50M Medicare Fraud Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-henry-continues-to-hold-medicaid-fraudsters-accountable-with-recent-arrests-convictions-involving-over-800k-in-false-billing/
"Advent Home Health Agreed to Pay $263,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-to-9-months-in-prison-for-attempted-witness-tampering-in-relation-to-healthcare-fraud-conspiracy/
"Continuing Care Center Agreed to pay $37,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/operator-of-durable-medical-equipment-companies-admits-role-in-11-million-dollar-kickback-scheme/
"Providence Santa Rosa Memorial Hospital Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-sentenced-for-50m-medicare-fraud-scheme/
"Trans-Care Ambulance Agreed to Pay $239,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/
"California Skilled Nursing Facilities, Owner and Management Company Agree to $45.6 Million Consent Judgement to Settle Allegations of Kickbacks to Referring Physicians",2023-11-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Attorney General Bonta Announces Conviction In Placer County Elder Abuse Case,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Caregiver Found Guilty Of Defrauding Medicaid Of Roughly $45K By Billing For Caretaking Services In New Jersey While Working At Her Teaching Job In Michigan,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/trans-care-ambulance-agreed-to-pay-239000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Multi-Agency Working Group Focuses on Combating Health Care Fraud and Recovering Taxpayer Dollars Through Criminal and Civil Actions,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facilities-owner-and-management-company-agree-to-456-million-consent-judgement-to-settle-allegations-of-kickbacks-to-referring-physicians/
Three Men Sentenced for $54M Fraudulent Prescriptions Scheme,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-conviction-in-placer-county-elder-abuse-case/
Florida Business Owners Plead Guilty For Their Role In Durable Medical Equipment Fraud Scheme,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/caregiver-found-guilty-of-defrauding-medicaid-of-roughly-45k-by-billing-for-caretaking-services-in-new-jersey-while-working-at-her-teaching-job-in-michigan/
Therapist’s Ex-Wife Sent To Prison For Defrauding Medicaid And Stealing Patient Information,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/multi-agency-working-group-focuses-on-combating-health-care-fraud-and-recovering-taxpayer-dollars-through-criminal-and-civil-actions/
"Priyanshu1 and Shopsmart Pharmacy Agreed to Pay $400,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescriptions Without Sufficient Stock",2023-11-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/three-men-sentenced-for-54m-fraudulent-prescriptions-scheme/
"Addiction Treatment Center Supervisor Admits to Participating in a Scheme to Defraud Federal, State, and Private Health Care Insurers",2023-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-business-owners-plead-guilty-for-their-role-in-durable-medical-equipment-fraud-scheme/
Jury Convicts Hospice Owner for Defrauding Medicare,2023-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/therapists-ex-wife-sent-to-prison-for-defrauding-medicaid-and-stealing-patient-information/
"Marshville Pharmacy and Surgical Supply Agreed to Pay $125,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Supplies",2023-11-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/priyanshu1-and-shopsmart-pharmacy-agreed-to-pay-400000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-prescriptions-without-sufficient-stock/
Attorney General Moody Announces Arrest Of Speech-Language Pathologist Defrauding Florida Medicaid,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-center-supervisor-admits-to-participating-in-a-scheme-to-defraud-federal-state-and-private-health-care-insurers/
Attorney General Cameron Announces Guilty Plea Of Owensboro Woman For Medicaid Fraud,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jury-convicts-hospice-owner-for-defrauding-medicare/
Nurse Impostor Pleads Guilty To Identity Theft And Making False Medical Records,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marshville-pharmacy-and-surgical-supply-agreed-to-pay-125000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-supplies/
Former San Antonio Health Services Employee Sentenced for Receiving Kickbacks,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-speech-language-pathologist-defrauding-florida-medicaid/
"Indictment of Joseph Bye, Sara Lapointe, and Kimberly Patterson",2023-11-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-guilty-plea-of-owensboro-woman-for-medicaid-fraud/
Second Owner Of Fresno Sleep Clinic Pleads Guilty To Submitting Over $1.5 Million In Fraudulent Claims To Medicare And Medi-Cal For Sleep Studies,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-pleads-guilty-to-identity-theft-and-making-false-medical-records/
Grosse Pointe Park Pharmacist Convicted On Drug Charges,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-san-antonio-health-services-employee-sentenced-for-receiving-kickbacks/
"Doctor Pleads Guilty To Unlawful Drug Distribution, False Statement To Medicare, And Paycheck Protection Program Fraud",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/indictment-of-joseph-bye-sara-lapointe-and-kimberly-patterson/
"Snellville Doctor Pays $225,000 To Resolve Allegations For Improper Billing",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Attorney General Alan Wilson Announces Edgefield Nursing Facility Housekeeper Charged With Stealing From Resident,2023-11-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/about/
Sharon Naylor Sentenced For Her Role In Operating Pill Mill,2023-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Graybill Medical Group Agreed to Pay $1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Covered and for Service by Uncredentialed Providers,2023-11-03,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/snellville-doctor-pays-225000-to-resolve-allegations-for-improper-billing/
AG Moody’s MFCU Investigators Uncover Medicaid Fraud Scheme Impacting Thousands Leading To Arrest Of Florida Dentist And Husband,2023-11-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-edgefield-nursing-facility-housekeeper-charged-with-stealing-from-resident/
"North Chandler Place Agreed to Pay $86,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-02,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/sharon-naylor-sentenced-for-her-role-in-operating-pill-mill/
Former Employee of Care Facility Sentenced for Criminal Negligence of a Vulnerable Adult,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/graybill-medical-group-agreed-to-pay-1-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-covered-and-for-service-by-uncredentialed-providers/
Owner of Indian Marketing Company Admits Role in $11.5 Million Health Care Fraud and Kickback Scheme,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-investigators-uncover-medicaid-fraud-scheme-impacting-thousands-leading-to-arrest-of-florida-dentist-and-husband/
Florida Laboratory Agrees to Pay Over $1.1 Million to Settle Kickback Allegations,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-chandler-place-agreed-to-pay-86000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Western PA. Nurse Charged With Additional Crimes For Administering Excessive Doses Of Insulin To 19 More Patients,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-employee-of-care-facility-sentenced-for-criminal-negligence-of-a-vulnerable-adult/
Attorney General Alan Wilson announces Greenville Co. man charged with stealing from assisted living facility resident,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-indian-marketing-company-admits-role-in-115-million-health-care-fraud-and-kickback-scheme/
Bay Area Doctor Convicted Of Health Care Fraud And Kickback Scheme For Referrals To Medicare-Funded Home Health Services,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovopaprflorida-laboratory-agrees-pay-over-11-million-settle-kickback-allegations/
Four Toledo Area Individuals Sentenced for Healthcare Fraud Scheme,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-additional-crimes-for-administering-excessive-doses-of-insulin-to-19-more-patients/
Pelham Manor Man Charged With Health Care Fraud And Kickback Scheme,2023-10-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-greenville-co-man-charged-with-stealing-from-assisted-living-facility-resident/
Drugmaker Nostrum and CEO Agree to Pay Up to $50 Million to Resolve Claims of Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bay-area-doctor-convicted-of-health-care-fraud-and-kickback-scheme-for-referrals-to-medicare-funded-home-health-services/
Veteran Pleads Guilty To Theft Of Government Money And Providing False Statements,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-toledo-area-individuals-sentenced-for-healthcare-fraud-scheme/
Drugmaker Nostrum and Its CEO Agree to Pay Up to $50 Million to Settle False Claims Act Claims for Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pelham-manor-man-charged-with-health-care-fraud-and-kickback-scheme/
Tampa Pain Management Physician Edward Lubin Agrees To Pay $1.5 Million To Settle False Claims Act Liability For Receiving Bribes And Writing Unnecessary Fentanyl Prescriptions,2023-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-ceo-agree-to-pay-up-to-50-million-to-resolve-claims-of-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Farmington Hills Psychotherapy Clinic Owner Sentenced for Health Care Fraud Conspiracy Charges,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/veteran-pleads-guilty-to-theft-of-government-money-and-providing-false-statements/
Suffolk Man Pleads Guilty to $2M Medicare Fraud,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-its-ceo-agree-to-pay-up-to-50-million-to-settle-false-claims-act-claims-for-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Putnam Community Medical Center Of North Florida Agrees To Pay One Million Dollars To Settle False Claims Liability Related To Its Former Sleep Center,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Former Executive at Medicare Advantage Organization Charged for Multimillion-Dollar Medicare Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Man Convicted of $55M Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Psychiatrist Convicted of Billing Medicare and Private Insurance Companies for Services Never Rendered,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-community-medical-center-of-north-florida-agrees-to-pay-one-million-dollars-to-settle-false-claims-liability-related-to-its-former-sleep-center/
Pharmacist and Clinic Owner Sentenced for $6M Pill Mill Scheme,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-at-medicare-advantage-organization-charged-for-multimillion-dollar-medicare-fraud-scheme/
"Metairie Doctor Pleads Guilty in $5,600,000 Medicare Fraud Scheme",2023-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-55m-fraud-scheme/
"Chesapeake Hospital Authority Agreed to Pay $179,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Excessive Payments for Physician Services and Unsupported Payments for Medical Director Services",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/psychiatrist-convicted-of-billing-medicare-and-private-insurance-companies-for-services-never-rendered/
"PromptCare Home Infusion Agreed to Pay $966,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Commissions for Marketing Services",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-clinic-owner-sentenced-for-6m-pill-mill-scheme/
"VIZIA Diagnostics Agreed to pay $701,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Identified the Incorrect Rendering Provider",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-pleads-guilty-in-5600000-medicare-fraud-scheme/
Nurse Practitioner Pleads Guilty to $6.1 Million Health Care Fraud Conspiracy in Idaho,2023-10-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesapeake-hospital-authority-agreed-to-pay-179000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-excessive-payments-for-physician-services-and-unsupported-payments-for-medical-director-services/
