Title,Date,Category,Link,Agency
"Paxton’s Medicaid Fraud Control Unit Helps Sentence Former Nursing Facility Manager To Ten Years In Prison For Stealing Over $300,000",2023-03-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-helps-sentence-former-nursing-facility-manager-to-ten-years-in-prison-for-stealing-over-300000/,Texas Attorney General
"Attorney General Cameron Announces Investigation, Prosecution By His Office Leads To Conviction Of Henderson County Woman For Medicaid Fraud",2023-03-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-prosecution-by-his-office-leads-to-conviction-of-henderson-county-woman-for-medicaid-fraud/,Kentucky Attorney General
"East Bank Center Agreed to Pay $213,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/east-bank-center-agreed-to-pay-213000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Texas Man Sentenced for $2 Million Medicare Fraud,2023-03-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-man-sentenced-for-2-million-medicare-fraud/,"U.S. Attorney’s Office, Eastern District of Virginia"
Man Pleads Guilty to $1.9M Baby Formula Fraud Scheme,2023-03-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-19m-baby-formula-fraud-scheme/,U.S. Department of Justice
Case Update: Bradford County Nurse Practitioner Pleads Guilty To $450k Prescription Fraud,2023-03-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/case-update-bradford-county-nurse-practitioner-pleads-guilty-to-450k-prescription-fraud/,Pennsylvania Attorney General
"Franklin County Man Charged With TennCare Fraud, Theft",2023-03-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/franklin-county-man-charged-with-tenncare-fraud-theft/,Tennessee Attorney General
"Missouri Doctor Admits Defrauding Medicare, Medicaid",2023-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-doctor-admits-defrauding-medicare-medicaid/,"U.S. Attorney’s Office, Eastern District of Missouri"
Jelly Bean Communications Design and its Manager Settle False Claims Act Liability for Cybersecurity Failures on Florida Medicaid Enrollment Website,2023-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jelly-bean-communications-design-and-its-manager-settle-false-claims-act-liability-for-cybersecurity-failures-on-florida-medicaid-enrollment-website/,U.S. Department of Justice
Suburban Chicago Man Indicted for COVID-19 Testing Fraud Scheme,2023-03-13,COVID-19,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-man-indicted-for-covid-19-testing-fraud-scheme/,"U.S. Attorney’s Office, Northern District of Illinois"
"Former Niskayuna Surgeon To Pay $42,000 For Defrauding Medicare",2023-03-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-niskayuna-surgeon-to-pay-42000-for-defrauding-medicare/,"U.S. Attorney’s Office, Northern District of New York"
United States Files Complaint Alleging that Rite Aid Dispensed Controlled Substances in Violation of the False Claims Act and the Controlled Substances Act,2023-03-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-alleging-that-rite-aid-dispensed-controlled-substances-in-violation-of-the-false-claims-act-and-the-controlled-substances-act/,U.S. Department of Justice
"Fountain Park Pharmacy Agreed to Pay $361,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Commissions for Marketing Services",2023-03-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/fountain-park-pharmacy-agreed-to-pay-361000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-commissions-for-marketing-services/,N/A
"Del Amo Behavioral Health System Agreed to Pay $28,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-10,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/del-amo-behavioral-health-system-agreed-to-pay-28000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Sierra Vista Hospital Agreed to Pay $377,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2023-03-10,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/sierra-vista-hospital-agreed-to-pay-377000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/,N/A
"Texas NeuroRehab Center Agreed to Pay $173,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-10,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/texas-neurorehab-center-agreed-to-pay-173000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Home health owner set to appear on fraud charges,2023-03-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-owner-set-to-appear-on-fraud-charges/,"U.S. Attorney’s Office, Southern District of Texas"
Physician Convicted of $5M Health Care Fraud Scheme,2023-03-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-convicted-of-5m-health-care-fraud-scheme/,U.S. Department of Justice
"Behavior Technician Who Allegedly Defrauded Florida Medicaid of More Than $119,000 Arrested",2023-03-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/behavior-technician-who-allegedly-defrauded-florida-medicaid-of-more-than-119000-arrested/,Florida Attorney General
Burlington Laboratory and Owner Charged for Drug Test Fraud,2023-03-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/burlington-laboratory-and-owner-charged-for-drug-test-fraud/,Massachusetts Attorney General
Attorney General Alan Wilson announces arrest of Lowcountry woman for Medicaid fraud and forgery,2023-03-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-lowcountry-woman-for-medicaid-fraud-and-forgery/,South Carolina Attorney General
"Global Dialysis Plus Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-09,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/global-dialysis-plus-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Southfield Resident Sentenced To 7 Years For Role In Illegally Distributing Over 90,000 Opioid Doses At A Medical Clinic",2023-03-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southfield-resident-sentenced-to-7-years-for-role-in-illegally-distributing-over-90000-opioid-doses-at-a-medical-clinic/,"U.S. Attorney’s Office, Eastern District of Michigan"
Doctor Sentenced To 12.5 Years In Prison For Illegally Distributing Oxycodone From Midtown Manhattan Practice,2023-03-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-to-125-years-in-prison-for-illegally-distributing-oxycodone-from-midtown-manhattan-practice/,"U.S. Attorney’s Office, Southern District of New York"
Maryland Man Sentenced To Prison For Defrauding Medicaid In A Scheme Involving Personal Care Services,2023-03-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-to-prison-for-defrauding-medicaid-in-a-scheme-involving-personal-care-services/,"U.S. Attorney’s Office, District of Columbia"
Maryland Defense Contractor Convicted for Procurement Fraud after Nine-Day Trial,2023-03-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-defense-contractor-convicted-for-procurement-fraud-after-nine-day-trial/,"U.S. Attorney’s Office, District of Maryland"
"Penn State Health Agrees To Pay $1,252,662.28 To Settle A Voluntary Disclosure Related To Milton S. Hershey Medical Center (HMC) And St. Joseph Medical Center (SJMC)",2023-03-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/penn-state-health-agrees-to-pay-125266228-to-settle-a-voluntary-disclosure-related-to-milton-s-hershey-medical-center-hmc-and-st-joseph-medical-center-sjmc/,"U.S. Attorney’s Office, Middle District of Pennsylvania"
Former Pain Management Doctor Sentenced for Health Care Fraud,2023-03-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pain-management-doctor-sentenced-for-health-care-fraud/,"U.S. Attorney's Office, Western District of Pennsylvania"
"Orlando Family Physicians Agreed to Pay $67,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-06,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/orlando-family-physicians-agreed-to-pay-67000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Ashburn Woman Convicted Of $2.5 Million Pandemic Fraud,2023-03-06,COVID-19,https://oig.hhs.gov/fraud/enforcement/ashburn-woman-convicted-of-25-million-pandemic-fraud/,"U.S. Attorney's Office, Eastern District of Virginia"
Summit Hospice To Pay Over $1M To Settle False Claims Liability,2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/summit-hospice-to-pay-over-1m-to-settle-false-claims-liability/,"U.S. Attorney’s Office, District of Utah"
United States And State Of Wisconsin Secure False Claims Act Judgment Of Over $2.3 Million Against Substance Abuse Treatment Provider,2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-and-state-of-wisconsin-secure-false-claims-act-judgment-of-over-23-million-against-substance-abuse-treatment-provider/,"U.S. Attorney's Office, Eastern District of Wisconsin"
Cumberland County Woman Sentenced To 30 Months’ Imprisonment For False Statements Concerning Her Adoptive Daughter’s Medical Care,2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cumberland-county-woman-sentenced-to-30-months-imprisonment-for-false-statements-concerning-her-adoptive-daughters-medical-care/,"U.S. Attorney's Office, Middle District of Pennsylvania"
"Tompkins County Medical Practice Pays $70,377 To Resolve False Claims Act And Controlled Substance Act Allegations Relating To Opioid And Benzodiazepine Prescriptions",2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tompkins-county-medical-practice-pays-70377-to-resolve-false-claims-act-and-controlled-substance-act-allegations-relating-to-opioid-and-benzodiazepine-prescriptions/,"U.S. Attorney’s Office, Northern District of New York"
Psychiatrist Settles Claims For Unnecessary Brain Stimulation Treatments,2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/psychiatrist-settles-claims-for-unnecessary-brain-stimulation-treatments/,"U.S. Attorney’s Office, Southern District of Texas"
Florida’s Lakeland Regional Medical Center Agrees To Pay $4 Million To Settle Common Law Allegations For Impermissible Medicaid Donations,2023-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/floridas-lakeland-regional-medical-center-agrees-to-pay-4-million-to-settle-common-law-allegations-for-impermissible-medicaid-donations/,U.S. Department of Justice
Operators Of Addiction Treatment Chain Charged In Alleged Health Care Fraud,2023-03-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operators-of-addiction-treatment-chain-charged-in-alleged-health-care-fraud/,"U.S. Attorney’s Office, District of Rhode Island"
Attorney General Cameron Announces Investigation By His Office Leads To Indictment Of Ohio County Woman For Medicaid Fraud,2023-03-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-by-his-office-leads-to-indictment-of-ohio-county-woman-for-medicaid-fraud/,Kentucky Attorney General
Medical Equipment Company Pays $7 Million To Resolve False Claims Act Allegations,2023-03-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-equipment-company-pays-7-million-to-resolve-false-claims-act-allegations/,"U.S. Attorney’s Office, Eastern District of Kentucky"
Hyde Park Man Pleads Guilty To COVID-Relief And Federal Assistance Benefit Fraud,2023-02-28,COVID-19,https://oig.hhs.gov/fraud/enforcement/hyde-park-man-pleads-guilty-to-covid-relief-and-federal-assistance-benefit-fraud/,"U.S. Attorney’s Office, District of Massachusetts"
Former State Lawmaker Sentenced For COVID-19 Fraud Scheme At Springfield Health Care Charity,2023-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-state-lawmaker-sentenced-for-covid-19-fraud-scheme-at-springfield-health-care-charity/,"U.S. Attorney’s Office, Western District of Missouri"
Federal Jury Finds Precision Lens And Owner Paul Ehlen Liable For Paying Kickbacks In Violation Of The False Claims Act,2023-02-28,COVID-19,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-precision-lens-and-owner-paul-ehlen-liable-for-paying-kickbacks-in-violation-of-the-false-claims-act/,"U.S. Attorney’s Office, District of Minnesota"
"WFBMC Agrees To Pay U.S. $754,585 Following Documentation Issues Relating To Therapy Services At Wilkesboro Skilled Nursing Facility",2023-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wfbmc-agrees-to-pay-us-754585-following-documentation-issues-relating-to-therapy-services-at-wilkesboro-skilled-nursing-facility/,"U.S. Attorney’s Office, Middle District of North Carolina"
"Ascension Sacred Heart Pensacola Agreed to Pay $2.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free or Below Fair Market Value Space, Equipment, and Personnel",2023-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ascension-sacred-heart-pensacola-agreed-to-pay-24-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-or-below-fair-market-value-space-equipment-and-personnel/,N/A
"Illinois Institute of Technology Agreed to Pay $51,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims to NIH and ACL Grants",2023-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-institute-of-technology-agreed-to-pay-51000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-to-nih-and-acl-grants/,N/A
