Title,Date,Category,Link,Agency
Tampa Pain Management Physician Edward Lubin Agrees To Pay $1.5 Million To Settle False Claims Act Liability For Receiving Bribes And Writing Unnecessary Fentanyl Prescriptions,2023-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tampa-pain-management-physician-edward-lubin-agrees-to-pay-15-million-to-settle-false-claims-act-liability-for-receiving-bribes-and-writing-unnecessary-fentanyl-prescriptions/,"U.S. Attorney's Office, Middle District of Florida"
Farmington Hills Psychotherapy Clinic Owner Sentenced for Health Care Fraud Conspiracy Charges,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/farmington-hills-psychotherapy-clinic-owner-sentenced-for-health-care-fraud-conspiracy-charges/,"U.S. Attorney's Office, Eastern District of Michigan"
Suffolk Man Pleads Guilty to $2M Medicare Fraud,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-man-pleads-guilty-to-2m-medicare-fraud/,"U.S. Attorney's Office, Eastern District of Virginia"
Putnam Community Medical Center Of North Florida Agrees To Pay One Million Dollars To Settle False Claims Liability Related To Its Former Sleep Center,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-community-medical-center-of-north-florida-agrees-to-pay-one-million-dollars-to-settle-false-claims-liability-related-to-its-former-sleep-center/,"U.S. Attorney's Office, Middle District of Florida"
Former Executive at Medicare Advantage Organization Charged for Multimillion-Dollar Medicare Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-at-medicare-advantage-organization-charged-for-multimillion-dollar-medicare-fraud-scheme/,U.S. Department of Justice
Man Convicted of $55M Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-55m-fraud-scheme/,U.S. Department of Justice
Psychiatrist Convicted of Billing Medicare and Private Insurance Companies for Services Never Rendered,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/psychiatrist-convicted-of-billing-medicare-and-private-insurance-companies-for-services-never-rendered/,"U.S. Attorney's Office, District of Massachusetts"
Pharmacist and Clinic Owner Sentenced for $6M Pill Mill Scheme,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-clinic-owner-sentenced-for-6m-pill-mill-scheme/,U.S. Department of Justice
"Metairie Doctor Pleads Guilty in $5,600,000 Medicare Fraud Scheme",2023-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-pleads-guilty-in-5600000-medicare-fraud-scheme/,"U.S. Attorney's Office, Eastern District of Louisiana"
"Chesapeake Hospital Authority Agreed to Pay $179,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Excessive Payments for Physician Services and Unsupported Payments for Medical Director Services",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/chesapeake-hospital-authority-agreed-to-pay-179000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-excessive-payments-for-physician-services-and-unsupported-payments-for-medical-director-services/,N/A
"PromptCare Home Infusion Agreed to Pay $966,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Commissions for Marketing Services",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/promptcare-home-infusion-agreed-to-pay-966000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-commissions-for-marketing-services/,N/A
"VIZIA Diagnostics Agreed to pay $701,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Identified the Incorrect Rendering Provider",2023-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/vizia-diagnostics-agreed-to-pay-701000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-identified-the-incorrect-rendering-provider/,N/A
Nurse Practitioner Pleads Guilty to $6.1 Million Health Care Fraud Conspiracy in Idaho,2023-10-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-pleads-guilty-to-61-million-health-care-fraud-conspiracy-in-idaho/,"U.S. Attorney's Office, District of Idaho"
"Attorney General’s Medicaid Fraud and Vulnerable Victims Unit Secures a $932,000 Settlement with Baltimore Medical Supply Company",2023-10-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-and-vulnerable-victims-unit-secures-a-932000-settlement-with-baltimore-medical-supply-company/,Maryland Attorney General
"Alexander Gerbakher, DMD, and Alexander Gerbakher, D.M.D., Corp. Agreed to Pay $65,000 and Be Excluded for Seven Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims to Medicare",2023-10-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/alexander-gerbakher-dmd-and-alexander-gerbakher-dmd-corp-agreed-to-pay-65000-and-be-excluded-for-seven-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-to-medicare/,N/A
Imperial Valley Doctor Sentenced for Years-Long Use of Unapproved Cosmetic Drugs,2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-valley-doctor-sentenced-for-years-long-use-of-unapproved-cosmetic-drugs/,"U.S. Attorney's Office, Southern District of California"
10 Defendants Indicted For Operating $20 Million Black Market HIV Medication Fraud Scheme,2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/10-defendants-indicted-for-operating-20-million-black-market-hiv-medication-fraud-scheme/,"U.S. Attorney's Office, Southern District of New York"
"Former Nurse Practitioner Sentenced to Jail, Fined for Illegal Drug Conspiracy",2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-practitioner-sentenced-to-jail-fined-for-illegal-drug-conspiracy/,"U.S. Attorney's Office, Western District of Virginia"
"Arete Anesthesia Agreed to Pay $57,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-10-20,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/arete-anesthesia-agreed-to-pay-57000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/,N/A
Attorney General Raoul Obtains Prison Sentences In Cook County Medicaid Fraud Case,2023-10-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-obtains-prison-sentences-in-cook-county-medicaid-fraud-case/,Illinois Attorney General
Silicon Valley Executive Sentenced for Defrauding Investors and Participating in COVID-19 and Allergy Testing Scheme,2023-10-18,COVID-19,https://oig.hhs.gov/fraud/enforcement/silicon-valley-executive-sentenced-for-defrauding-investors-and-participating-in-covid-19-and-allergy-testing-scheme/,U.S. Department of Justice
"Jena Medical Group, LLC, Its Principals And Physician Agree To Pay Over $1.7 Million To Settle False Claims Act Liability For Improperly Performed Procedures",2023-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jena-medical-group-llc-its-principals-and-physician-agree-to-pay-over-17-million-to-settle-false-claims-act-liability-for-improperly-performed-procedures/,"U.S. Attorney's Office, Middle District of Florida"
"Lebanon Nurse Arrested, Accused of Improperly Prescribing Medications",2023-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lebanon-nurse-arrested-accused-of-improperly-prescribing-medications/,Tennessee Attorney General
"Heaven Sent Helpers, LLC Agreed to Pay $115,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-10-17,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/heaven-sent-helpers-llc-agreed-to-pay-115000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Middle District Of Florida Task Force Continues To Combat COVID19 Fraud,2023-10-17,COVID-19,https://oig.hhs.gov/fraud/enforcement/middle-district-of-florida-task-force-continues-to-combat-covid19-fraud/,"U.S. Attorney's Office, Middle District of Florida"
"Exagen Inc. Agrees to Pay $653,143 to Resolve Allegations of Kickback Violations",2023-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/exagen-inc-agrees-to-pay-653143-to-resolve-allegations-of-kickback-violations/,"U.S. Attorney's Office, District of Massachusetts"
"Floyd County Company Agrees to Pay $200,000 to Resolve Allegations of Fraudulent Billing for Respiratory Devices",2023-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/floyd-county-company-agrees-to-pay-200000-to-resolve-allegations-of-fraudulent-billing-for-respiratory-devices/,"U.S. Attorney's Office, Eastern District of Kentucky"
AG Campbell Announces More Than $2.5 Million In Fraud Settlements With Two Autism Services Providers,2023-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-more-than-25-million-in-fraud-settlements-with-two-autism-services-providers/,Massachusetts Attorney General
United Medical Response and Derrick Isham Agreed to Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment,2023-10-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/united-medical-response-and-derrick-isham-agreed-to-be-excluded-for-5-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,N/A
"Valley of the Sun Home Healthcare, LLC Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-10-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/valley-of-the-sun-home-healthcare-llc-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Riverside Medical Group and Riverside Shore Memorial Hospital Agreed to Pay $527,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary or Upcoded Services",2023-10-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/riverside-medical-group-and-riverside-shore-memorial-hospital-agreed-to-pay-527000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-or-upcoded-services/,N/A
"The Meadows of Fall River Agreed to Pay $80,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-10-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-meadows-of-fall-river-agreed-to-pay-80000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Holy Cross Hospital Agreed to Pay $85,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination",2023-10-15,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/holy-cross-hospital-agreed-to-pay-85000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination/,N/A
Former Nursing Home Worker Charged with Wire Fraud in “Ghost” Employee Fraud Scheme,2023-10-13,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-worker-charged-with-wire-fraud-in-ghost-employee-fraud-scheme/,U.S. Department of Justice
"Attorney General’s Medicaid Fraud Control Unit Leads Effort To Recoup $477,000 In Medicaid, Veterans Overpayments",2023-10-13,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-control-unit-leads-effort-to-recoup-477000-in-medicaid-veterans-overpayments/,South Dakota Attorney General
California Man Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,2023-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy-2/,"U.S. Attorney's Office, Eastern District of Texas"
Georgia Doctor Ordered To Pay $27 Million For Submitting False Claims To Medicare,2023-10-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/georgia-doctor-ordered-to-pay-27-million-for-submitting-false-claims-to-medicare/,"U.S. Attorney's Office, Northern District of Georgia"
"Donna M. Barker, NP Agreed to Pay $50,000 and Be Excluded for 18 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment",2023-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/donna-m-barker-np-agreed-to-pay-50000-and-be-excluded-for-18-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/,N/A
Compounding Pharmacy Owner Sentenced To 18 Months And Over $6 Million In Restitution,2023-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compounding-pharmacy-owner-sentenced-to-18-months-and-over-6-million-in-restitution/,"U.S. Attorney's Office, Northern District of Oklahoma"
Twenty Defendants Arrested For $5 Million Medicaid Transportation Fraud Scheme,2023-10-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/twenty-defendants-arrested-for-5-million-medicaid-transportation-fraud-scheme/,Florida Attorney General
"Essex County Financial Advisor Indicted in Alleged Theft of More Than $75,000 from 90-Year-Old Victim",2023-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/essex-county-financial-advisor-indicted-in-alleged-theft-of-more-than-75000-from-90-year-old-victim/,New Jersey Attorney General
New York Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,2023-10-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-york-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/,"U.S. Attorney's Office, District of New Jersey"
Cardiac Imaging Company And Founder To Pay Historic $85M Settlement,2023-10-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/cardiac-imaging-company-and-founder-to-pay-historic-85m-settlement/,"U.S. Attorney's Office, Southern District of Texas"
Man Convicted in $67M “Doctor Chase” Genetic Testing Fraud Scheme,2023-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-in-67m-doctor-chase-genetic-testing-fraud-scheme/,U.S. Department of Justice
